#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
1996 11 24 23704 23704.5 2230  8  0.333  0.667  1.667  2.667  2.667  2.667  1.667  4.667    2    3    6   12   12   12    6   39    12  63     99.8     97.3 2
1996 11 25 23705 23705.5 2230  9  2.667  2.667  2.333  2.000  1.000  1.000  1.000  1.000   12   12    9    7    4    4    4    4     7  79    104.4    101.7 2
1996 11 26 23706 23706.5 2230 10  2.000  1.333  0.667  1.333  2.667  2.333  1.333  2.000    7    5    3    5   12    9    5    7     7  72    103.6    100.8 2
1996 11 27 23707 23707.5 2230 11  4.000  3.667  2.333  2.000  1.333  0.667  0.667  1.333   27   22    9    7    5    3    3    5    10  63    102.7    100.0 2
1996 11 28 23708 23708.5 2230 12  2.667  3.000  1.000  2.000  1.667  2.000  1.333  0.667   12   15    4    7    6    7    5    3     7  47     98.1     95.4 2
1996 11 29 23709 23709.5 2230 13  0.667  1.000  0.333  0.667  1.667  2.333  2.000  1.667    3    4    2    3    6    9    7    6     5  43     91.0     88.5 2
1996 11 30 23710 23710.5 2230 14  0.667  0.333  0.667  0.000  0.000  0.333  0.000  0.667    3    2    3    0    0    2    0    3     2  35     87.5     85.1 2
1996 12 01 23711 23711.5 2230 15  0.667  0.667  0.000  0.667  0.667  1.333  0.333  1.000    3    3    0    3    3    5    2    4     3  24     83.1     80.8 2
1996 12 02 23712 23712.5 2230 16  0.667  2.333  0.667  1.667  0.667  4.000  3.667  2.333    3    9    3    6    3   27   22    9    10  13     78.0     75.7 2
1996 12 03 23713 23713.5 2230 17  3.000  2.667  1.000  2.000  2.000  2.000  1.333  1.667   15   12    4    7    7    7    5    6     8   0     72.8     70.7 2
1996 12 04 23714 23714.5 2230 18  2.000  2.000  1.000  1.333  2.667  3.667  3.000  3.000    7    7    4    5   12   22   15   15    11   0     70.7     68.6 2
1996 12 05 23715 23715.5 2230 19  0.667  0.000  0.667  0.667  0.667  0.000  0.333  0.333    3    0    3    3    3    0    2    2     2   0     69.6     67.6 2
1996 12 06 23716 23716.5 2230 20  0.000  0.000  0.000  0.000  0.333  0.333  0.667  0.667    0    0    0    0    2    2    3    3     1   0     69.7     67.6 2
1996 12 07 23717 23717.5 2230 21  0.333  1.000  2.000  1.000  0.333  1.000  2.000  1.333    2    4    7    4    2    4    7    5     4   0     69.2     67.1 2
1996 12 08 23718 23718.5 2230 22  0.333  0.667  1.000  1.000  0.333  1.000  0.667  1.000    2    3    4    4    2    4    3    4     3  14     68.6     66.6 2
1996 12 09 23719 23719.5 2230 23  0.000  0.000  0.333  0.667  1.000  2.000  2.333  5.000    0    0    2    3    4    7    9   48     9  18     73.7     71.5 2
1996 12 10 23720 23720.5 2230 24  5.000  3.000  4.667  4.000  3.667  3.667  3.333  2.667   48   15   39   27   22   22   18   12    25  17     72.4     70.2 2
1996 12 11 23721 23721.5 2230 25  4.000  2.333  3.000  3.333  2.333  2.000  3.000  2.667   27    9   15   18    9    7   15   12    14  29     77.6     75.2 2
1996 12 12 23722 23722.5 2230 26  1.333  2.667  2.667  2.333  2.000  2.667  2.000  1.000    5   12   12    9    7   12    7    4     8  30     81.1     78.6 2
1996 12 13 23723 23723.5 2230 27  1.667  2.333  2.333  1.000  1.000  1.667  1.000  0.333    6    9    9    4    4    6    4    2     6  34     81.7     79.2 2
1996 12 14 23724 23724.5 2231  1  0.000  0.000  1.667  2.000  2.667  1.333  2.667  2.333    0    0    6    7   12    5   12    9     6  28     82.5     80.0 2
1996 12 15 23725 23725.5 2231  2  2.667  2.667  1.667  2.333  3.000  3.000  3.667  3.000   12   12    6    9   15   15   22   15    13  30     85.0     82.3 2
1996 12 16 23726 23726.5 2231  3  3.333  2.333  2.667  3.000  2.000  2.000  2.333  3.000   18    9   12   15    7    7    9   15    12  25     86.2     83.5 2
1996 12 17 23727 23727.5 2231  4  2.667  3.000  3.000  2.333  1.333  3.000  2.333  1.000   12   15   15    9    5   15    9    4    10  29     86.4     83.6 2
1996 12 18 23728 23728.5 2231  5  1.333  2.333  2.000  1.000  0.667  2.333  1.333  1.000    5    9    7    4    3    9    5    4     6  34     88.4     85.6 2
1996 12 19 23729 23729.5 2231  6  0.667  0.000  0.000  0.000  0.000  0.000  0.000  0.667    3    0    0    0    0    0    0    3     1  24     87.4     84.6 2
1996 12 20 23730 23730.5 2231  7  0.000  0.333  0.667  0.333  0.000  0.667  0.333  0.333    0    2    3    2    0    3    2    2     2  16     83.0     80.3 2
1996 12 21 23731 23731.5 2231  8  0.000  1.667  1.000  1.333  1.000  2.667  2.000  2.333    0    6    4    5    4   12    7    9     6  22     83.7     80.9 2
1996 12 22 23732 23732.5 2231  9  1.667  0.667  0.333  1.000  2.667  2.667  2.333  3.667    6    3    2    4   12   12    9   22     9  22     81.5     78.9 2
1996 12 23 23733 23733.5 2231 10  3.667  3.667  2.333  1.667  1.000  1.667  0.333  0.000   22   22    9    6    4    6    2    0     9  12     79.5     76.9 2
1996 12 24 23734 23734.5 2231 11  1.000  1.667  0.333  0.667  0.667  2.000  0.667  0.667    4    6    2    3    3    7    3    3     4  13     79.0     76.4 2
1996 12 25 23735 23735.5 2231 12  1.333  2.000  2.000  1.667  2.000  1.000  0.667  1.333    5    7    7    6    7    4    3    5     6   0     77.3     74.7 2
1996 12 26 23736 23736.5 2231 13  0.667  0.333  0.333  0.667  0.667  0.667  1.000  1.667    3    2    2    3    3    3    4    6     3   0     75.5     73.0 2
1996 12 27 23737 23737.5 2231 14  2.000  1.000  0.000  0.333  0.333  1.000  0.667  1.000    7    4    0    2    2    4    3    4     3   0     74.6     72.2 2
1996 12 28 23738 23738.5 2231 15  1.000  0.333  0.667  1.667  0.667  0.667  0.333  0.333    4    2    3    6    3    3    2    2     3   0     74.2     71.8 2
1996 12 29 23739 23739.5 2231 16  0.667  0.333  0.667  0.333  0.333  0.667  1.333  3.000    3    2    3    2    2    3    5   15     4   0     73.8     71.4 2
1996 12 30 23740 23740.5 2231 17  3.333  2.667  2.000  2.333  2.667  1.667  0.667  2.333   18   12    7    9   12    6    3    9    10   0     72.5     70.1 2
1996 12 31 23741 23741.5 2231 18  1.667  2.333  1.000  1.000  0.667  1.000  2.000  1.667    6    9    4    4    3    4    7    6     5   0     72.2     69.8 2
1997 01 01 23742 23742.5 2231 19  2.000  1.667  0.667  0.667  1.000  1.000  1.000  1.333    7    6    3    3    4    4    4    5     4   0     72.4     70.0 2
1997 01 02 23743 23743.5 2231 20  1.333  1.000  1.333  1.667  1.667  1.667  1.667  1.000    5    4    5    6    6    6    6    4     5   0     72.1     69.7 2
1997 01 03 23744 23744.5 2231 21  1.333  0.667  0.333  1.000  0.333  1.000  1.333  1.000    5    3    2    4    2    4    5    4     4   0     73.3     70.8 2
1997 01 04 23745 23745.5 2231 22  1.333  1.000  1.000  1.333  0.333  0.333  0.333  1.000    5    4    4    5    2    2    2    4     4  14     73.8     71.4 2
1997 01 05 23746 23746.5 2231 23  1.333  1.333  0.667  1.000  0.667  1.333  0.667  0.333    5    5    3    4    3    5    3    2     4  13     74.4     71.9 2
1997 01 06 23747 23747.5 2231 24  0.667  0.667  0.333  0.667  1.333  0.667  0.333  0.333    3    3    2    3    5    3    2    2     3  16     73.1     70.6 2
1997 01 07 23748 23748.5 2231 25  2.333  4.000  2.000  2.333  2.667  2.667  2.333  1.667    9   27    7    9   12   12    9    6    11  10     73.3     70.9 2
1997 01 08 23749 23749.5 2231 26  2.667  3.333  1.333  1.000  2.000  1.333  1.333  1.667   12   18    5    4    7    5    5    6     8   0     73.8     71.3 2
1997 01 09 23750 23750.5 2231 27  2.000  1.333  2.333  1.000  0.667  0.333  1.333  2.000    7    5    9    4    3    2    5    7     5  12     73.7     71.3 2
1997 01 10 23751 23751.5 2232  1  2.667  4.667  6.000  5.000  3.667  3.333  4.000  2.667   12   39   80   48   22   18   27   12    32  12     75.4     72.9 2
1997 01 11 23752 23752.5 2232  2  4.667  4.000  2.333  4.000  3.667  1.333  1.667  1.333   39   27    9   27   22    5    6    5    18   9     74.0     71.6 2
1997 01 12 23753 23753.5 2232  3  1.667  2.000  4.667  2.667  2.000  2.667  2.333  2.000    6    7   39   12    7   12    9    7    12   0     74.5     72.1 2
1997 01 13 23754 23754.5 2232  4  2.000  2.667  1.667  1.000  2.333  1.667  1.667  1.000    7   12    6    4    9    6    6    4     7   0     74.6     72.1 2
1997 01 14 23755 23755.5 2232  5  0.667  0.667  1.333  0.667  1.333  1.000  1.667  1.667    3    3    5    3    5    4    6    6     4   0     74.9     72.4 2
