#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
1976 03 14 16144 16144.5 1950  8  4.667  4.333  2.667  2.333  2.000  1.333  1.000  1.667   39   32   12    9    7    5    4    6    14  32     70.9     70.1 2
1976 03 15 16145 16145.5 1950  9  2.000  2.667  3.000  2.333  3.000  3.667  2.667  4.000    7   12   15    9   15   22   12   27    15  24     69.9     69.2 2
1976 03 16 16146 16146.5 1950 10  3.333  3.667  3.667  2.333  3.333  3.333  4.333  2.333   18   22   22    9   18   18   32    9    18  17     73.3     72.6 2
1976 03 17 16147 16147.5 1950 11  4.000  3.000  4.000  3.667  2.667  2.000  3.000  4.333   27   15   27   22   12    7   15   32    20  43     75.2     74.5 2
1976 03 18 16148 16148.5 1950 12  3.667  1.667  2.000  3.667  1.667  1.333  3.667  3.000   22    6    7   22    6    5   22   15    13  61     79.8     79.1 2
1976 03 19 16149 16149.5 1950 13  2.333  2.667  3.667  2.667  2.333  1.667  2.667  1.333    9   12   22   12    9    6   12    5    11  67     82.3     81.6 2
1976 03 20 16150 16150.5 1950 14  2.000  2.333  3.000  2.333  3.000  1.667  1.000  0.667    7    9   15    9   15    6    4    3     8  68     85.7     85.0 2
1976 03 21 16151 16151.5 1950 15  0.667  1.000  1.667  2.000  2.667  1.667  1.000  0.333    3    4    6    7   12    6    4    2     6  62     91.9     91.2 2
1976 03 22 16152 16152.5 1950 16  0.333  0.333  0.667  1.333  0.667  0.667  0.667  0.333    2    2    3    5    3    3    3    2     3  51     83.6     83.1 2
1976 03 23 16153 16153.5 1950 17  0.000  0.000  1.000  1.667  1.667  1.333  2.667  1.667    0    0    4    6    6    5   12    6     5  37     87.5     87.0 2
1976 03 24 16154 16154.5 1950 18  2.333  1.333  1.000  0.000  0.333  0.000  1.000  1.000    9    5    4    0    2    0    4    4     4  32     82.7     82.3 2
1976 03 25 16155 16155.5 1950 19  0.667  0.333  1.000  0.333  1.333  1.333  2.000  2.333    3    2    4    2    5    5    7    9     5  32     85.6     85.2 2
1976 03 26 16156 16156.5 1950 20  4.333  7.333  8.000  7.333  8.000  8.000  7.000  5.667   32  154  207  154  207  207  132   67   145  54     84.5     84.1 2
1976 03 27 16157 16157.5 1950 21  6.000  4.333  3.667  2.333  4.000  4.333  5.000  4.333   80   32   22    9   27   32   48   32    35  64     85.9     85.6 2
1976 03 28 16158 16158.5 1950 22  3.667  4.333  3.000  1.000  2.667  2.667  3.000  1.667   22   32   15    4   12   12   15    6    15  61     87.4     87.1 2
1976 03 29 16159 16159.5 1950 23  4.000  5.000  4.000  2.333  1.333  1.667  0.667  1.000   27   48   27    9    5    6    3    4    16  54     84.3     84.1 2
1976 03 30 16160 16160.5 1950 24  1.333  1.000  2.667  2.000  2.667  2.667  3.667  3.333    5    4   12    7   12   12   22   18    12  45     82.6     82.4 2
1976 03 31 16161 16161.5 1950 25  3.000  1.667  2.667  2.000  2.333  1.667  2.667  1.000   15    6   12    7    9    6   12    4     9  37     82.9     82.8 2
1976 04 01 16162 16162.5 1950 26  6.333  8.333  8.333  8.333  6.000  4.333  3.333  2.667   94  236  236  236   80   32   18   12   118  33     79.7     79.6 2
1976 04 02 16163 16163.5 1950 27  4.000  3.333  2.333  0.667  1.000  2.333  3.000  4.667   27   18    9    3    4    9   15   39    16  33     76.9     76.9 2
1976 04 03 16164 16164.5 1951  1  4.000  5.333  5.333  2.000  4.000  4.667  5.000  6.333   27   56   56    7   27   39   48   94    44  31     76.2     76.2 2
1976 04 04 16165 16165.5 1951  2  5.333  4.000  4.333  4.667  4.000  4.333  2.667  3.667   56   27   32   39   27   32   12   22    31  19     74.7     74.8 2
1976 04 05 16166 16166.5 1951  3  4.000  4.667  4.333  4.000  3.667  3.000  4.667  3.333   27   39   32   27   22   15   39   18    27  18     73.0     73.1 2
1976 04 06 16167 16167.5 1951  4  4.667  4.667  4.333  4.333  3.667  3.333  4.333  4.000   39   39   32   32   22   18   32   27    30  14     71.2     71.3 2
1976 04 07 16168 16168.5 1951  5  4.000  3.667  4.667  3.333  5.000  2.667  3.333  4.667   27   22   39   18   48   12   18   39    28   0     70.2     70.4 2
1976 04 08 16169 16169.5 1951  6  4.667  3.333  2.333  2.667  2.667  1.667  3.000  2.333   39   18    9   12   12    6   15    9    15   0     71.7     71.9 2
1976 04 09 16170 16170.5 1951  7  4.333  3.667  1.667  1.667  3.000  3.333  2.667  3.000   32   22    6    6   15   18   12   15    16  12     73.9     74.2 2
1976 04 10 16171 16171.5 1951  8  3.333  4.000  2.667  2.333  3.000  2.000  1.333  1.333   18   27   12    9   15    7    5    5    12  15     75.0     75.3 2
1976 04 11 16172 16172.5 1951  9  2.667  2.000  1.667  3.333  3.000  2.000  2.667  3.667   12    7    6   18   15    7   12   22    12  22     76.8     77.2 2
1976 04 12 16173 16173.5 1951 10  2.000  2.667  3.667  2.667  1.333  1.000  1.333  2.000    7   12   22   12    5    4    5    7     9  25     77.8     78.2 2
1976 04 13 16174 16174.5 1951 11  3.667  2.667  2.000  2.667  2.333  1.667  3.333  3.000   22   12    7   12    9    6   18   15    13  25     79.2     79.7 2
1976 04 14 16175 16175.5 1951 12  2.667  2.667  3.333  2.667  3.333  3.667  2.667  3.333   12   12   18   12   18   22   12   18    16  28     79.1     79.6 2
1976 04 15 16176 16176.5 1951 13  1.667  0.667  0.667  1.000  1.000  1.333  1.000  1.667    6    3    3    4    4    5    4    6     4  28     78.7     79.3 2
1976 04 16 16177 16177.5 1951 14  2.667  2.667  2.333  1.667  1.333  0.667  1.333  2.333   12   12    9    6    5    3    5    9     8  28     80.1     80.7 2
1976 04 17 16178 16178.5 1951 15  1.333  2.667  1.333  0.667  0.667  1.667  2.000  0.000    5   12    5    3    3    6    7    0     5  32     79.9     80.6 2
1976 04 18 16179 16179.5 1951 16  0.000  0.333  0.667  1.000  0.333  0.333  0.333  0.333    0    2    3    4    2    2    2    2     2  39     79.8     80.5 2
1976 04 19 16180 16180.5 1951 17  1.333  0.667  0.667  2.333  1.000  1.667  1.333  0.333    5    3    3    9    4    6    5    2     5  39     79.1     79.8 2
1976 04 20 16181 16181.5 1951 18  0.333  0.333  0.333  0.667  0.667  0.333  0.667  0.333    2    2    2    3    3    2    3    2     2  43     79.3     80.1 2
1976 04 21 16182 16182.5 1951 19  0.333  0.333  1.000  2.333  2.000  1.333  1.000  1.667    2    2    4    9    7    5    4    6     5  52     77.3     78.1 2
1976 04 22 16183 16183.5 1951 20  2.667  3.667  4.667  3.667  3.000  2.333  3.000  3.333   12   22   39   22   15    9   15   18    19  29     75.4     76.2 2
1976 04 23 16184 16184.5 1951 21  3.333  2.667  1.333  1.667  1.667  1.333  1.000  1.333   18   12    5    6    6    5    4    5     8  25     74.9     75.8 2
1976 04 24 16185 16185.5 1951 22  1.333  3.667  3.333  3.000  3.000  2.333  4.000  3.000    5   22   18   15   15    9   27   15    16  24     75.9     76.8 2
1976 04 25 16186 16186.5 1951 23  2.333  3.333  2.333  1.000  1.333  1.667  2.000  2.667    9   18    9    4    5    6    7   12     9  25     74.9     75.9 2
1976 04 26 16187 16187.5 1951 24  1.667  1.333  1.333  1.333  1.333  2.000  1.000  1.667    6    5    5    5    5    7    4    6     5  37     74.8     75.8 2
1976 04 27 16188 16188.5 1951 25  3.333  3.333  2.333  1.333  1.667  1.333  2.333  3.000   18   18    9    5    6    5    9   15    11  33     73.6     74.6 2
1976 04 28 16189 16189.5 1951 26  3.000  2.333  3.333  1.000  1.333  2.333  2.333  2.667   15    9   18    4    5    9    9   12    10  31     72.4     73.4 2
1976 04 29 16190 16190.5 1951 27  2.000  2.667  1.333  2.333  3.000  4.000  4.333  4.333    7   12    5    9   15   27   32   32    17  35     78.5     79.7 2
1976 04 30 16191 16191.5 1952  1  2.333  3.333  3.333  2.333  2.000  1.667  2.333  1.333    9   18   18    9    7    6    9    5    10  45     78.4     79.6 2
1976 05 01 16192 16192.5 1952  2  3.333  1.667  1.667  1.333  1.667  2.333  2.667  3.000   18    6    6    5    6    9   12   15    10  43     76.4     77.6 2
1976 05 02 16193 16193.5 1952  3  4.000  3.667  2.000  4.000  5.667  3.667  7.000  7.667   27   22    7   27   67   22  132  179    60  33     73.0     74.2 2
1976 05 03 16194 16194.5 1952  4  8.333  7.667  6.667  7.000  5.333  4.333  3.667  2.333  236  179  111  132   56   32   22    9    97  36     70.7     71.9 2
1976 05 04 16195 16195.5 1952  5  2.333  3.667  3.667  3.000  3.000  4.333  4.333  3.000    9   22   22   15   15   32   32   15    20  12     70.3     71.5 2
1976 05 05 16196 16196.5 1952  6  4.333  4.000  2.333  2.333  2.667  1.333  2.000  2.333   32   27    9    9   12    5    7    9    14  31     69.8     71.0 2
1976 05 06 16197 16197.5 1952  7  2.333  3.000  2.333  2.000  1.667  1.333  1.333  2.667    9   15    9    7    6    5    5   12     8  15     68.7     70.0 2
1976 05 07 16198 16198.5 1952  8  3.667  2.333  1.667  1.667  1.333  2.000  1.667  3.000   22    9    6    6    5    7    6   15    10  15     69.0     70.3 2
1976 05 08 16199 16199.5 1952  9  3.333  3.000  2.333  1.333  2.667  2.000  1.667  1.333   18   15    9    5   12    7    6    5    10  14     68.9     70.2 2
1976 05 09 16200 16200.5 1952 10  2.667  1.667  1.000  0.333  0.667  1.000  0.333  0.667   12    6    4    2    3    4    2    3     4  12     69.3     70.7 2
1976 05 10 16201 16201.5 1952 11  0.333  2.000  1.333  1.000  2.000  3.000  1.667  0.667    2    7    5    4    7   15    6    3     6  15     70.3     71.7 2
1976 05 11 16202 16202.5 1952 12  2.000  2.333  3.000  2.000  2.000  2.333  3.667  3.000    7    9   15    7    7    9   22   15    11  24     71.1     72.6 2
1976 05 12 16203 16203.5 1952 13  3.000  1.667  2.000  2.000  1.333  1.667  1.333  1.667   15    6    7    7    5    6    5    6     7  25     71.1     72.6 2
1976 05 13 16204 16204.5 1952 14  1.333  1.667  1.667  1.000  2.333  2.000  1.667  1.333    5    6    6    4    9    7    6    5     6  33     72.1     73.6 2
1976 05 14 16205 16205.5 1952 15  1.333  1.333  1.000  0.000  1.667  1.000  0.667  0.333    5    5    4    0    6    4    3    2     4  43     72.6     74.2 2
1976 05 15 16206 16206.5 1952 16  0.667  1.333  0.333  0.333  2.000  1.667  0.667  3.000    3    5    2    2    7    6    3   15     5  25     75.2     76.9 2
1976 05 16 16207 16207.5 1952 17  2.000  2.000  0.667  2.000  1.333  1.000  0.667  0.333    7    7    3    7    5    4    3    2     5  18     77.4     79.2 2
1976 05 17 16208 16208.5 1952 18  0.333  1.000  1.000  1.333  0.667  0.333  1.000  1.000    2    4    4    5    3    2    4    4     4  26     74.8     76.5 2
1976 05 18 16209 16209.5 1952 19  0.333  0.000  0.000  0.667  1.000  1.000  0.667  0.667    2    0    0    3    4    4    3    3     2  12     73.8     75.5 2
1976 05 19 16210 16210.5 1952 20  0.667  0.667  0.667  0.667  1.000  3.333  4.000  4.333    3    3    3    3    4   18   27   32    12  29     72.1     73.8 2
1976 05 20 16211 16211.5 1952 21  3.667  4.333  3.667  2.667  2.333  2.333  4.333  2.667   22   32   22   12    9    9   32   12    19  29     71.3     73.0 2
1976 05 21 16212 16212.5 1952 22  3.333  2.667  1.667  1.667  2.667  2.333  2.667  2.333   18   12    6    6   12    9   12    9    10  19     72.2     74.0 2
1976 05 22 16213 16213.5 1952 23  2.333  2.000  3.333  1.667  2.333  2.333  3.333  3.000    9    7   18    6    9    9   18   15    11  11     70.7     72.5 2
1976 05 23 16214 16214.5 1952 24  1.000  1.000  4.333  3.333  3.667  3.333  2.667  2.000    4    4   32   18   22   18   12    7    15  22     70.1     71.9 2
1976 05 24 16215 16215.5 1952 25  2.000  2.000  1.667  1.667  0.667  1.667  0.667  2.333    7    7    6    6    3    6    3    9     6  12     69.0     70.8 2
1976 05 25 16216 16216.5 1952 26  2.667  2.667  2.333  1.667  1.667  2.333  2.667  0.667   12   12    9    6    6    9   12    3     9   0     68.0     69.8 2
1976 05 26 16217 16217.5 1952 27  1.667  1.667  0.667  1.333  1.333  2.333  2.000  1.000    6    6    3    5    5    9    7    4     6  11     67.7     69.5 2
1976 05 27 16218 16218.5 1953  1  0.000  2.000  1.333  2.000  1.333  1.000  1.667  1.000    0    7    5    7    5    4    6    4     5   0     67.8     69.6 2
1976 05 28 16219 16219.5 1953  2  2.333  3.000  3.667  3.000  3.000  3.000  2.667  1.667    9   15   22   15   15   15   12    6    14   0     67.2     69.0 2
1976 05 29 16220 16220.5 1953  3  3.000  3.000  2.000  3.000  2.000  2.667  5.333  5.000   15   15    7   15    7   12   56   48    22   0     66.1     67.9 2
1976 05 30 16221 16221.5 1953  4  4.000  3.000  2.333  4.333  2.667  2.000  3.333  3.000   27   15    9   32   12    7   18   15    17   0     66.2     68.1 2
1976 05 31 16222 16222.5 1953  5  2.000  2.667  2.667  1.333  2.333  1.667  2.000  2.667    7   12   12    5    9    6    7   12     9   0     66.8     68.7 2
1976 06 01 16223 16223.5 1953  6  0.667  1.000  1.667  1.333  1.667  1.333  2.667  2.333    3    4    6    5    6    5   12    9     6   0     66.5     68.4 2
1976 06 02 16224 16224.5 1953  7  1.667  2.000  2.333  1.667  1.333  2.333  1.667  1.000    6    7    9    6    5    9    6    4     6   0     66.0     67.9 2
1976 06 03 16225 16225.5 1953  8  1.667  1.667  0.667  1.333  1.667  2.000  4.667  3.667    6    6    3    5    6    7   39   22    12   0     66.2     68.1 2
1976 06 04 16226 16226.5 1953  9  4.000  5.333  2.667  3.000  3.667  1.667  2.000  2.667   27   56   12   15   22    6    7   12    20   0     66.5     68.5 2
1976 06 05 16227 16227.5 1953 10  2.667  3.667  3.333  4.000  4.333  3.000  2.667  3.333   12   22   18   27   32   15   12   18    20   0     66.7     68.7 2
1976 06 06 16228 16228.5 1953 11  2.000  2.000  2.333  2.000  2.000  2.000  1.667  2.333    7    7    9    7    7    7    6    9     7   0     67.3     69.3 2
1976 06 07 16229 16229.5 1953 12  2.667  2.667  3.333  2.667  2.667  2.333  1.667  3.667   12   12   18   12   12    9    6   22    13   0     67.0     69.0 2
1976 06 08 16230 16230.5 1953 13  2.333  2.333  2.333  3.000  1.333  1.667  2.333  1.667    9    9    9   15    5    6    9    6     8  15     68.6     70.7 2
1976 06 09 16231 16231.5 1953 14  1.000  1.667  1.333  1.000  0.333  0.333  1.000  0.667    4    6    5    4    2    2    4    3     4  15     68.0     70.1 2
1976 06 10 16232 16232.5 1953 15  0.667  1.333  1.000  1.333  1.667  1.333  1.000  2.667    3    5    4    5    6    5    4   12     6  11     68.9     71.0 2
1976 06 11 16233 16233.5 1953 16  4.333  5.333  4.000  3.667  4.667  3.000  2.667  2.333   32   56   27   22   39   15   12    9    26  11     69.3     71.5 2
1976 06 12 16234 16234.5 1953 17  1.333  1.333  1.333  2.667  2.333  2.667  1.667  1.000    5    5    5   12    9   12    6    4     7  12     69.5     71.7 2
1976 06 13 16235 16235.5 1953 18  1.000  1.667  2.333  0.333  1.333  0.333  0.333  1.333    4    6    9    2    5    2    2    5     4  12     69.8     72.0 2
1976 06 14 16236 16236.5 1953 19  1.000  1.333  0.333  0.333  0.333  0.333  0.667  0.667    4    5    2    2    2    2    3    3     3  22     71.4     73.7 2
1976 06 15 16237 16237.5 1953 20  0.333  0.000  0.333  0.000  0.333  0.667  1.667  3.000    2    0    2    0    2    3    6   15     4  26     72.0     74.3 2
1976 06 16 16238 16238.5 1953 21  1.667  2.000  1.000  1.667  0.333  0.667  1.000  1.667    6    7    4    6    2    3    4    6     5  22     74.7     77.1 2
1976 06 17 16239 16239.5 1953 22  1.667  2.000  2.667  4.667  3.333  2.333  2.667  2.667    6    7   12   39   18    9   12   12    14  26     74.7     77.1 2
1976 06 18 16240 16240.5 1953 23  3.667  3.667  4.667  4.333  3.333  2.333  2.333  3.000   22   22   39   32   18    9    9   15    21  35     75.4     77.9 2
1976 06 19 16241 16241.5 1953 24  0.667  1.333  1.333  1.333  1.333  1.000  0.667  0.667    3    5    5    5    5    4    3    3     4  33     74.4     76.8 2
1976 06 20 16242 16242.5 1953 25  1.333  1.000  1.333  2.000  1.667  1.667  1.333  0.667    5    4    5    7    6    6    5    3     5  29     74.4     76.8 2
1976 06 21 16243 16243.5 1953 26  0.333  0.667  0.667  0.667  1.333  0.667  1.667  0.333    2    3    3    3    5    3    6    2     3  43     75.2     77.7 2
1976 06 22 16244 16244.5 1953 27  0.333  0.333  1.000  0.667  1.333  0.667  0.667  0.667    2    2    4    3    5    3    3    3     3  44     76.4     78.9 2
1976 06 23 16245 16245.5 1954  1  2.000  1.333  1.000  1.000  1.000  0.667  0.667  1.000    7    5    4    4    4    3    3    4     4  32     74.1     76.6 2
1976 06 24 16246 16246.5 1954  2  0.667  1.667  1.333  1.333  1.000  3.667  5.000  4.667    3    6    5    5    4   22   48   39    16  36     72.8     75.2 2
1976 06 25 16247 16247.5 1954  3  4.333  3.000  3.667  2.667  2.667  3.333  3.333  2.667   32   15   22   12   12   18   18   12    18  26     72.5     74.9 2
1976 06 26 16248 16248.5 1954  4  2.000  1.000  0.667  1.000  1.000  1.000  3.333  2.667    7    4    3    4    4    4   18   12     7  25     71.9     74.3 2
1976 06 27 16249 16249.5 1954  5  2.000  2.000  2.333  1.333  2.000  1.333  1.333  1.333    7    7    9    5    7    5    5    5     6  14     70.4     72.8 2
1976 06 28 16250 16250.5 1954  6  2.000  1.000  1.667  0.667  0.667  1.333  2.333  1.667    7    4    6    3    3    5    9    6     5  17     69.4     71.7 2
1976 06 29 16251 16251.5 1954  7  1.000  1.333  1.333  1.333  0.333  2.000  2.000  0.667    4    5    5    5    2    7    7    3     5  17     69.0     71.3 2
1976 06 30 16252 16252.5 1954  8  2.000  2.667  4.333  6.667  2.333  3.000  3.667  3.667    7   12   32  111    9   15   22   22    29  15     68.0     70.3 2
1976 07 01 16253 16253.5 1954  9  3.333  4.667  3.333  4.000  2.667  2.667  2.000  2.000   18   39   18   27   12   12    7    7    18  14     67.0     69.3 2
1976 07 02 16254 16254.5 1954 10  3.000  1.667  2.333  2.333  2.667  2.333  1.667  1.667   15    6    9    9   12    9    6    6     9  12     66.8     69.1 2
1976 07 03 16255 16255.5 1954 11  1.000  3.000  2.667  3.333  2.333  3.333  1.667  3.000    4   15   12   18    9   18    6   15    12  15     67.2     69.5 2
1976 07 04 16256 16256.5 1954 12  2.000  2.000  3.667  3.333  3.000  3.333  3.667  1.333    7    7   22   18   15   18   22    5    14  12     66.3     68.5 2
1976 07 05 16257 16257.5 1954 13  1.000  1.333  1.667  1.667  2.000  2.000  1.333  1.333    4    5    6    6    7    7    5    5     6  12     67.2     69.5 2
1976 07 06 16258 16258.5 1954 14  3.000  1.333  2.000  1.333  1.333  1.000  1.000  1.000   15    5    7    5    5    4    4    4     6  15     67.3     69.6 2
1976 07 07 16259 16259.5 1954 15  3.000  2.667  1.333  3.000  1.667  1.667  0.667  2.333   15   12    5   15    6    6    3    9     9  11     67.2     69.5 2
1976 07 08 16260 16260.5 1954 16  1.667  2.667  2.333  1.667  3.667  2.667  4.000  2.667    6   12    9    6   22   12   27   12    13   0     67.4     69.7 2
1976 07 09 16261 16261.5 1954 17  3.333  3.667  1.667  2.333  2.000  2.333  1.667  1.667   18   22    6    9    7    9    6    6    10   0     67.4     69.7 2
1976 07 10 16262 16262.5 1954 18  1.333  2.333  2.000  2.000  1.000  1.000  1.333  1.333    5    9    7    7    4    4    5    5     6   0     67.8     70.1 2
1976 07 11 16263 16263.5 1954 19  1.000  1.000  1.000  1.000  0.667  1.000  1.333  1.333    4    4    4    4    3    4    5    5     4   0     67.9     70.2 2
1976 07 12 16264 16264.5 1954 20  2.000  1.667  1.000  0.667  1.333  1.000  1.333  2.000    7    6    4    3    5    4    5    7     5   0     67.6     69.9 2
1976 07 13 16265 16265.5 1954 21  1.333  1.333  1.667  0.667  1.000  0.667  0.667  1.333    5    5    6    3    4    3    3    5     4   0     67.6     69.8 2
1976 07 14 16266 16266.5 1954 22  1.333  2.000  2.333  2.000  2.000  1.333  1.000  0.667    5    7    9    7    7    5    4    3     6   0     68.4     70.7 2
1976 07 15 16267 16267.5 1954 23  1.667  1.667  2.000  2.000  1.667  4.333  5.667  3.667    6    6    7    7    6   32   67   22    19   0     69.1     71.4 2
1976 07 16 16268 16268.5 1954 24  3.000  3.000  4.333  2.667  3.000  3.000  3.333  2.333   15   15   32   12   15   15   18    9    16   0     67.6     69.8 2
1976 07 17 16269 16269.5 1954 25  1.333  1.667  1.000  1.000  1.000  1.333  1.667  1.667    5    6    4    4    4    5    6    6     5   0     67.2     69.4 2
1976 07 18 16270 16270.5 1954 26  1.333  2.000  2.000  0.333  0.667  1.000  2.333  2.000    5    7    7    2    3    4    9    7     6   0     68.3     70.5 2
1976 07 19 16271 16271.5 1954 27  2.667  1.000  2.000  1.000  1.333  1.667  1.000  0.333   12    4    7    4    5    6    4    2     6   0     68.0     70.2 2
1976 07 20 16272 16272.5 1955  1  1.333  1.333  1.333  1.000  1.000  0.667  0.667  0.667    5    5    5    4    4    3    3    3     4   0     67.2     69.4 2
1976 07 21 16273 16273.5 1955  2  1.333  0.667  0.000  1.333  1.667  1.000  0.000  0.000    5    3    0    5    6    4    0    0     3   0     67.9     70.1 2
1976 07 22 16274 16274.5 1955  3  1.667  1.000  2.000  1.667  1.333  0.333  0.333  0.667    6    4    7    6    5    2    2    3     4   0     67.9     70.1 2
1976 07 23 16275 16275.5 1955  4  1.667  1.667  1.000  1.000  2.000  1.333  1.000  0.333    6    6    4    4    7    5    4    2     5   0     66.6     68.7 2
1976 07 24 16276 16276.5 1955  5  0.333  0.333  0.000  0.667  1.333  1.333  2.333  2.000    2    2    0    3    5    5    9    7     4   0     67.2     69.3 2
1976 07 25 16277 16277.5 1955  6  3.667  2.333  2.000  1.667  2.667  1.667  1.000  2.333   22    9    7    6   12    6    4    9     9   0     66.7     68.8 2
1976 07 26 16278 16278.5 1955  7  2.667  0.667  0.000  0.000  0.667  0.333  1.000  1.667   12    3    0    0    3    2    4    6     4   0     66.4     68.5 2
1976 07 27 16279 16279.5 1955  8  0.667  1.333  0.667  2.667  1.667  1.333  3.000  3.000    3    5    3   12    6    5   15   15     8   0     67.3     69.4 2
1976 07 28 16280 16280.5 1955  9  3.333  2.667  3.667  3.000  3.333  3.000  3.667  2.333   18   12   22   15   18   15   22    9    16   0     67.3     69.4 2
1976 07 29 16281 16281.5 1955 10  4.000  3.667  3.000  3.667  2.667  2.667  2.667  3.333   27   22   15   22   12   12   12   18    18   0     67.3     69.4 2
1976 07 30 16282 16282.5 1955 11  2.667  3.667  3.667  4.000  4.333  2.333  2.667  3.000   12   22   22   27   32    9   12   15    19   0     68.6     70.7 2
1976 07 31 16283 16283.5 1955 12  1.667  1.333  2.333  2.000  2.333  2.000  1.667  2.000    6    5    9    7    9    7    6    7     7   0     70.2     72.3 2
1976 08 01 16284 16284.5 1955 13  0.667  2.000  2.333  1.333  1.000  1.667  2.667  3.667    3    7    9    5    4    6   12   22     8  15     73.7     75.9 2
1976 08 02 16285 16285.5 1955 14  3.000  3.000  2.000  2.333  1.667  0.667  0.333  1.333   15   15    7    9    6    3    2    5     8  24     75.5     77.7 2
1976 08 03 16286 16286.5 1955 15  1.333  2.667  2.667  1.333  2.000  3.667  1.667  2.000    5   12   12    5    7   22    6    7    10  25     79.9     82.2 2
1976 08 04 16287 16287.5 1955 16  2.333  1.333  1.000  1.000  1.333  1.000  1.000  1.333    9    5    4    4    5    4    4    5     5  19     80.0     82.3 2
1976 08 05 16288 16288.5 1955 17  2.000  0.667  0.667  1.000  1.667  2.667  1.333  1.000    7    3    3    4    6   12    5    4     6  24     81.8     84.2 2
1976 08 06 16289 16289.5 1955 18  1.667  2.000  2.000  1.000  1.000  1.000  1.333  1.000    6    7    7    4    4    4    5    4     5  21     81.9     84.2 2
1976 08 07 16290 16290.5 1955 19  0.000  1.000  2.000  1.667  2.333  0.333  1.000  2.333    0    4    7    6    9    2    4    9     5  35     81.4     83.7 2
1976 08 08 16291 16291.5 1955 20  1.667  2.000  0.667  0.333  0.333  1.000  2.000  1.000    6    7    3    2    2    4    7    4     4  39     79.8     82.0 2
1976 08 09 16292 16292.5 1955 21  1.333  1.667  4.333  3.333  3.333  0.667  1.000  2.333    5    6   32   18   18    3    4    9    12  44     80.5     82.7 2
1976 08 10 16293 16293.5 1955 22  3.000  3.667  1.667  2.333  1.667  1.667  0.333  1.667   15   22    6    9    6    6    2    6     9  35     80.6     82.8 2
1976 08 11 16294 16294.5 1955 23  2.000  1.667  2.333  1.667  0.667  0.667  1.000  0.000    7    6    9    6    3    3    4    0     5  33     78.3     80.4 2
1976 08 12 16295 16295.5 1955 24  0.667  0.333  0.000  0.667  1.000  1.000  1.667  1.333    3    2    0    3    4    4    6    5     3  40     78.5     80.6 2
1976 08 13 16296 16296.5 1955 25  0.333  0.667  0.333  2.000  0.333  0.667  0.667  0.667    2    3    2    7    2    3    3    3     3  37     76.7     78.7 2
1976 08 14 16297 16297.5 1955 26  0.667  1.000  0.333  2.333  2.333  0.667  0.333  0.667    3    4    2    9    9    3    2    3     4  22     71.5     73.3 2
